Text,robot,x1,y1,yaw1,x2,y2,yaw2,x3,y3,yaw3,x4,y4,yaw4,x5,y5,yaw5,x6,y6,yaw6,dt
move right,AnymalB,0,0.12,0,0,0.28,0,0,0.42,0,0,0.55,0,0,0.5,0,0,0.35,0,0.8
strafe right,AnymalB,0,0.13,0,0,0.3,0,0,0.45,0,0,0.58,0,0,0.52,0,0,0.36,0,0.8
step sideways to the right,AnymalB,0,0.1,0,0,0.24,0,0,0.38,0,0,0.5,0,0,0.45,0,0,0.32,0,0.85
move quickly to the right,AnymalB,0,0.18,0,0,0.38,0,0,0.58,0,0,0.72,0,0,0.62,0,0,0.42,0,0.75
shift right slowly,AnymalB,0,0.06,0,0,0.15,0,0,0.25,0,0,0.34,0,0,0.3,0,0,0.22,0,0.95
continue moving right,AnymalB,0,0.12,0,0,0.28,0,0,0.42,0,0,0.55,0,0,0.5,0,0,0.35,0,0.8
slide to the right,AnymalB,0,0.1,0,0,0.25,0,0,0.4,0,0,0.52,0,0,0.47,0,0,0.33,0,0.85
move sideways right,AnymalB,0,0.13,0,0,0.3,0,0,0.45,0,0,0.58,0,0,0.52,0,0,0.36,0,0.8
take a quick step right,AnymalB,0,0.17,0,0,0.36,0,0,0.55,0,0,0.68,0,0,0.58,0,0,0.4,0,0.75
head toward the right,AnymalB,0,0.11,0,0,0.26,0,0,0.4,0,0,0.52,0,0,0.47,0,0,0.34,0,0.85
move left,AnymalB,0,-0.12,0,0,-0.28,0,0,-0.42,0,0,-0.55,0,0,-0.5,0,0,-0.35,0,0.8
strafe left,AnymalB,0,-0.13,0,0,-0.3,0,0,-0.45,0,0,-0.58,0,0,-0.52,0,0,-0.36,0,0.8
step sideways to the left,AnymalB,0,-0.1,0,0,-0.24,0,0,-0.38,0,0,-0.5,0,0,-0.45,0,0,-0.32,0,0.85
move quickly to the left,AnymalB,0,-0.18,0,0,-0.38,0,0,-0.58,0,0,-0.72,0,0,-0.62,0,0,-0.42,0,0.75
shift left slowly,AnymalB,0,-0.06,0,0,-0.15,0,0,-0.25,0,0,-0.34,0,0,-0.3,0,0,-0.22,0,0.95
continue moving left,AnymalB,0,-0.12,0,0,-0.28,0,0,-0.42,0,0,-0.55,0,0,-0.5,0,0,-0.35,0,0.8
slide to the left,AnymalB,0,-0.1,0,0,-0.25,0,0,-0.4,0,0,-0.52,0,0,-0.47,0,0,-0.33,0,0.85
move sideways left,AnymalB,0,-0.13,0,0,-0.3,0,0,-0.45,0,0,-0.58,0,0,-0.52,0,0,-0.36,0,0.8
take a quick step left,AnymalB,0,-0.17,0,0,-0.36,0,0,-0.55,0,0,-0.68,0,0,-0.58,0,0,-0.4,0,0.75
head toward the left,AnymalB,0,-0.11,0,0,-0.26,0,0,-0.4,0,0,-0.52,0,0,-0.47,0,0,-0.34,0,0.85
turn right,AnymalB,0,0,0.15,0,0,0.35,0,0,0.55,0,0,0.75,0,0,0.65,0,0,0.45,0.75
rotate right,AnymalB,0,0,0.16,0,0,0.38,0,0,0.58,0,0,0.78,0,0,0.68,0,0,0.48,0.75
turn clockwise,AnymalB,0,0,0.14,0,0,0.32,0,0,0.52,0,0,0.7,0,0,0.62,0,0,0.44,0.8
turn right quickly,AnymalB,0,0,0.22,0,0,0.45,0,0,0.7,0,0,0.9,0,0,0.75,0,0,0.52,0.7
turn right slowly,AnymalB,0,0,0.08,0,0,0.18,0,0,0.3,0,0,0.42,0,0,0.36,0,0,0.25,0.9
keep turning right,AnymalB,0,0,0.15,0,0,0.35,0,0,0.55,0,0,0.75,0,0,0.65,0,0,0.45,0.75
spin to the right,AnymalB,0,0,0.22,0,0,0.45,0,0,0.7,0,0,0.9,0,0,0.75,0,0,0.52,0.7
pivot right,AnymalB,0,0,0.12,0,0,0.3,0,0,0.5,0,0,0.68,0,0,0.58,0,0,0.4,0.8
rotate clockwise quickly,AnymalB,0,0,0.22,0,0,0.45,0,0,0.7,0,0,0.88,0,0,0.74,0,0,0.5,0.7
make a right turn,AnymalB,0,0,0.14,0,0,0.32,0,0,0.52,0,0,0.7,0,0,0.62,0,0,0.44,0.8
turn left,AnymalB,0,0,-0.15,0,0,-0.35,0,0,-0.55,0,0,-0.75,0,0,-0.65,0,0,-0.45,0.75
rotate left,AnymalB,0,0,-0.16,0,0,-0.38,0,0,-0.58,0,0,-0.78,0,0,-0.68,0,0,-0.48,0.75
turn counterclockwise,AnymalB,0,0,-0.14,0,0,-0.32,0,0,-0.52,0,0,-0.7,0,0,-0.62,0,0,-0.44,0.8
turn left quickly,AnymalB,0,0,-0.22,0,0,-0.45,0,0,-0.7,0,0,-0.9,0,0,-0.75,0,0,-0.52,0.7
turn left slowly,AnymalB,0,0,-0.08,0,0,-0.18,0,0,-0.3,0,0,-0.42,0,0,-0.36,0,0,-0.25,0.9
keep turning left,AnymalB,0,0,-0.15,0,0,-0.35,0,0,-0.55,0,0,-0.75,0,0,-0.65,0,0,-0.45,0.75
spin to the left,AnymalB,0,0,-0.22,0,0,-0.45,0,0,-0.7,0,0,-0.9,0,0,-0.75,0,0,-0.52,0.7
pivot left,AnymalB,0,0,-0.12,0,0,-0.3,0,0,-0.5,0,0,-0.68,0,0,-0.58,0,0,-0.4,0.8
rotate counterclockwise quickly,AnymalB,0,0,-0.22,0,0,-0.45,0,0,-0.7,0,0,-0.88,0,0,-0.74,0,0,-0.5,0.7
make a left turn,AnymalB,0,0,-0.14,0,0,-0.32,0,0,-0.52,0,0,-0.7,0,0,-0.62,0,0,-0.44,0.8
move forward then backward,AnymalB,0.12,0,0,0.28,0,0,0.42,0,0,0.2,0,0,-0.1,0,0,-0.22,0,0,1
walk ahead then reverse,AnymalB,0.1,0,0,0.25,0,0,0.38,0,0,0.18,0,0,-0.08,0,0,-0.2,0,0,1.05
move backward then forward,AnymalB,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.12,0,0,0.18,0,0,0.35,0,0,1
reverse then move ahead,AnymalB,-0.07,0,0,-0.16,0,0,-0.25,0,0,-0.1,0,0,0.16,0,0,0.32,0,0,1.05
move forward and turn right,AnymalB,0.1,0,0.08,0.22,0,0.18,0.35,0,0.28,0.48,0,0.4,0.42,0,0.34,0.3,0,0.24,0.85
move forward while turning right,AnymalB,0.1,0,0.1,0.24,0,0.2,0.38,0,0.32,0.5,0,0.45,0.44,0,0.38,0.32,0,0.26,0.85
walk ahead and curve right,AnymalB,0.1,0,0.06,0.22,0,0.15,0.35,0,0.25,0.46,0,0.35,0.4,0,0.3,0.28,0,0.2,0.9
move forward and turn left,AnymalB,0.1,0,-0.08,0.22,0,-0.18,0.35,0,-0.28,0.48,0,-0.4,0.42,0,-0.34,0.3,0,-0.24,0.85
move forward while turning left,AnymalB,0.1,0,-0.1,0.24,0,-0.2,0.38,0,-0.32,0.5,0,-0.45,0.44,0,-0.38,0.32,0,-0.26,0.85
walk ahead and curve left,AnymalB,0.1,0,-0.06,0.22,0,-0.15,0.35,0,-0.25,0.46,0,-0.35,0.4,0,-0.3,0.28,0,-0.2,0.9
move backward while turning right,AnymalB,-0.06,0,0.08,-0.14,0,0.18,-0.22,0,0.28,-0.3,0,0.38,-0.26,0,0.32,-0.18,0,0.22,0.95
reverse and curve right,AnymalB,-0.06,0,0.06,-0.13,0,0.15,-0.2,0,0.24,-0.28,0,0.34,-0.24,0,0.28,-0.17,0,0.2,1
move backward while turning left,AnymalB,-0.06,0,-0.08,-0.14,0,-0.18,-0.22,0,-0.28,-0.3,0,-0.38,-0.26,0,-0.32,-0.18,0,-0.22,0.95
reverse and curve left,AnymalB,-0.06,0,-0.06,-0.13,0,-0.15,-0.2,0,-0.24,-0.28,0,-0.34,-0.24,0,-0.28,-0.17,0,-0.2,1
move forward turn right then move backward,AnymalB,0.12,0,0.08,0.26,0,0.18,0.36,0,0.24,0.18,0,0.14,-0.08,0,0.06,-0.2,0,0,1.05
move forward turn left then move backward,AnymalB,0.12,0,-0.08,0.26,0,-0.18,0.36,0,-0.24,0.18,0,-0.14,-0.08,0,-0.06,-0.2,0,0,1.05
move backward turn right then move forward,AnymalB,-0.07,0,0.08,-0.16,0,0.18,-0.25,0,0.24,-0.1,0,0.14,0.15,0,0.06,0.32,0,0,1.05
move backward turn left then move forward,AnymalB,-0.07,0,-0.08,-0.16,0,-0.18,-0.25,0,-0.24,-0.1,0,-0.14,0.15,0,-0.06,0.32,0,0,1.05
move forward then turn right,AnymalB,0.12,0,0,0.3,0,0,0.45,0,0,0.3,0,0.12,0.12,0,0.32,0,0,0.5,0.9
move forward then turn left,AnymalB,0.12,0,0,0.3,0,0,0.45,0,0,0.3,0,-0.12,0.12,0,-0.32,0,0,-0.5,0.9
move backward then turn right,AnymalB,-0.06,0,0,-0.16,0,0,-0.25,0,0,-0.16,0,0.1,-0.06,0,0.28,0,0,0.45,1
move backward then turn left,AnymalB,-0.06,0,0,-0.16,0,0,-0.25,0,0,-0.16,0,-0.1,-0.06,0,-0.28,0,0,-0.45,1
move right then turn right,AnymalB,0,0.1,0,0,0.25,0,0,0.38,0,0,0.25,0.1,0,0.1,0.28,0,0,0.45,0.95
move left then turn left,AnymalB,0,-0.1,0,0,-0.25,0,0,-0.38,0,0,-0.25,-0.1,0,-0.1,-0.28,0,0,-0.45,0.95
move right then move forward,AnymalB,0,0.1,0,0,0.25,0,0,0.35,0,0.12,0.22,0,0.32,0.15,0,0.5,0.08,0,0.9
move left then move forward,AnymalB,0,-0.1,0,0,-0.25,0,0,-0.35,0,0.12,-0.22,0,0.32,-0.15,0,0.5,-0.08,0,0.9
move right then move backward,AnymalB,0,0.1,0,0,0.25,0,0,0.35,0,-0.06,0.2,0,-0.16,0.12,0,-0.26,0.06,0,1
move left then move backward,AnymalB,0,-0.1,0,0,-0.25,0,0,-0.35,0,-0.06,-0.2,0,-0.16,-0.12,0,-0.26,-0.06,0,1
move in a forward zigzag,AnymalB,0.12,0.1,0,0.28,-0.1,0,0.45,0.14,0,0.55,-0.14,0,0.46,0.1,0,0.32,-0.1,0,0.85
zigzag forward quickly,AnymalB,0.18,0.14,0,0.38,-0.14,0,0.58,0.2,0,0.72,-0.2,0,0.6,0.14,0,0.42,-0.14,0,0.75
move in a backward zigzag,AnymalB,-0.06,0.08,0,-0.14,-0.08,0,-0.24,0.12,0,-0.32,-0.12,0,-0.27,0.08,0,-0.18,-0.08,0,1
zigzag backward slowly,AnymalB,-0.04,0.06,0,-0.1,-0.06,0,-0.16,0.08,0,-0.22,-0.08,0,-0.18,0.06,0,-0.12,-0.06,0,1.1
move in a clockwise circle,AnymalB,0.1,0,0.12,0.24,0,0.25,0.38,0,0.38,0.5,0,0.5,0.42,0,0.42,0.28,0,0.28,0.85
move in a counterclockwise circle,AnymalB,0.1,0,-0.12,0.24,0,-0.25,0.38,0,-0.38,0.5,0,-0.5,0.42,0,-0.42,0.28,0,-0.28,0.85
make a wide right arc,AnymalB,0.18,0,0.08,0.38,0,0.15,0.58,0,0.24,0.72,0,0.32,0.62,0,0.28,0.45,0,0.2,0.8
make a sharp right arc,AnymalB,0.08,0,0.18,0.18,0,0.36,0.3,0,0.55,0.42,0,0.72,0.36,0,0.6,0.24,0,0.4,0.8
make a wide left arc,AnymalB,0.18,0,-0.08,0.38,0,-0.15,0.58,0,-0.24,0.72,0,-0.32,0.62,0,-0.28,0.45,0,-0.2,0.8
make a sharp left arc,AnymalB,0.08,0,-0.18,0.18,0,-0.36,0.3,0,-0.55,0.42,0,-0.72,0.36,0,-0.6,0.24,0,-0.4,0.8
move diagonally forward right,AnymalB,0.1,0.08,0,0.24,0.18,0,0.4,0.3,0,0.55,0.42,0,0.48,0.36,0,0.34,0.24,0,0.85
move diagonally forward left,AnymalB,0.1,-0.08,0,0.24,-0.18,0,0.4,-0.3,0,0.55,-0.42,0,0.48,-0.36,0,0.34,-0.24,0,0.85
move diagonally backward right,AnymalB,-0.05,0.08,0,-0.12,0.18,0,-0.22,0.3,0,-0.3,0.4,0,-0.25,0.34,0,-0.16,0.22,0,1
move diagonally backward left,AnymalB,-0.05,-0.08,0,-0.12,-0.18,0,-0.22,-0.3,0,-0.3,-0.4,0,-0.25,-0.34,0,-0.16,-0.22,0,1
turn right then move forward,AnymalB,0,0,0.12,0,0,0.3,0,0,0.45,0.12,0,0.3,0.32,0,0.14,0.52,0,0,0.9
turn left then move forward,AnymalB,0,0,-0.12,0,0,-0.3,0,0,-0.45,0.12,0,-0.3,0.32,0,-0.14,0.52,0,0,0.9
turn right then move backward,AnymalB,0,0,0.1,0,0,0.25,0,0,0.38,-0.06,0,0.25,-0.16,0,0.12,-0.26,0,0,1
turn left then move backward,AnymalB,0,0,-0.1,0,0,-0.25,0,0,-0.38,-0.06,0,-0.25,-0.16,0,-0.12,-0.26,0,0,1
move forward then stop,AnymalB,0.15,0,0,0.35,0,0,0.55,0,0,0.38,0,0,0.18,0,0,0,0,0,0.8
move backward then stop,AnymalB,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.2,0,0,-0.1,0,0,0,0,0,0.95
move right then stop,AnymalB,0,0.12,0,0,0.28,0,0,0.42,0,0,0.28,0,0,0.12,0,0,0,0,0.9
move left then stop,AnymalB,0,-0.12,0,0,-0.28,0,0,-0.42,0,0,-0.28,0,0,-0.12,0,0,0,0,0.9
turn right then stop,AnymalB,0,0,0.15,0,0,0.35,0,0,0.55,0,0,0.35,0,0,0.15,0,0,0,0.85
turn left then stop,AnymalB,0,0,-0.15,0,0,-0.35,0,0,-0.55,0,0,-0.35,0,0,-0.15,0,0,0,0.85
move forward right then turn left,AnymalB,0.1,0.08,0,0.24,0.18,0,0.36,0.16,-0.08,0.3,0.1,-0.2,0.16,0,-0.35,0.06,0,-0.48,0.95
move forward left then turn right,AnymalB,0.1,-0.08,0,0.24,-0.18,0,0.36,-0.16,0.08,0.3,-0.1,0.2,0.16,0,0.35,0.06,0,0.48,0.95
turn right move forward then turn left,AnymalB,0,0,0.15,0.1,0,0.12,0.28,0,0.06,0.45,0,0,0.32,0,-0.12,0.14,0,-0.28,1
turn left move forward then turn right,AnymalB,0,0,-0.15,0.1,0,-0.12,0.28,0,-0.06,0.45,0,0,0.32,0,0.12,0.14,0,0.28,1
move forward strafe right then turn right,AnymalB,0.14,0,0,0.32,0,0,0.25,0.16,0,0.14,0.32,0,0,0.2,0.18,0,0,0.36,0.95
move forward strafe left then turn left,AnymalB,0.14,0,0,0.32,0,0,0.25,-0.16,0,0.14,-0.32,0,0,-0.2,-0.18,0,0,-0.36,0.95
move right turn left then move forward,AnymalB,0,0.12,0,0,0.28,0,0,0.22,-0.1,0.08,0.1,-0.25,0.24,0,-0.12,0.42,0,0,1
move left turn right then move forward,AnymalB,0,-0.12,0,0,-0.28,0,0,-0.22,0.1,0.08,-0.1,0.25,0.24,0,0.12,0.42,0,0,1
walk forward fast then slow down,AnymalB,0.28,0,0,0.55,0,0,0.82,0,0,0.65,0,0,0.38,0,0,0.18,0,0,0.7
walk backward fast then slow down,AnymalB,-0.12,0,0,-0.26,0,0,-0.45,0,0,-0.34,0,0,-0.2,0,0,-0.08,0,0,0.9
turn right fast then slow down,AnymalB,0,0,0.22,0,0,0.45,0,0,0.78,0,0,0.58,0,0,0.35,0,0,0.15,0.75
turn left fast then slow down,AnymalB,0,0,-0.22,0,0,-0.45,0,0,-0.78,0,0,-0.58,0,0,-0.35,0,0,-0.15,0.75
accelerate forward,AnymalB,0.08,0,0,0.18,0,0,0.32,0,0,0.48,0,0,0.65,0,0,0.82,0,0,0.75
accelerate backward,AnymalB,-0.04,0,0,-0.09,0,0,-0.16,0,0,-0.24,0,0,-0.32,0,0,-0.42,0,0,0.95
accelerate into a right turn,AnymalB,0.08,0,0.06,0.18,0,0.12,0.3,0,0.22,0.42,0,0.32,0.55,0,0.42,0.68,0,0.52,0.85
accelerate into a left turn,AnymalB,0.08,0,-0.06,0.18,0,-0.12,0.3,0,-0.22,0.42,0,-0.32,0.55,0,-0.42,0.68,0,-0.52,0.85
make a quick right left zigzag,AnymalB,0,0.16,0,0,-0.16,0,0,0.32,0,0,-0.32,0,0,0.22,0,0,-0.22,0,0.9
make a quick left right zigzag,AnymalB,0,-0.16,0,0,0.16,0,0,-0.32,0,0,0.32,0,0,-0.22,0,0,0.22,0,0.9
turn right while moving sideways right,AnymalB,0,0.08,0.08,0,0.18,0.18,0,0.3,0.3,0,0.42,0.42,0,0.35,0.35,0,0.24,0.24,0.9
turn left while moving sideways left,AnymalB,0,-0.08,-0.08,0,-0.18,-0.18,0,-0.3,-0.3,0,-0.42,-0.42,0,-0.35,-0.35,0,-0.24,-0.24,0.9
move sideways right then sideways left,AnymalB,0,0.1,0,0,0.25,0,0,0.38,0,0,-0.12,0,0,-0.28,0,0,-0.42,0,1
move sideways left then sideways right,AnymalB,0,-0.1,0,0,-0.25,0,0,-0.38,0,0,0.12,0,0,0.28,0,0,0.42,0,1
move forward turn right and stop,AnymalB,0.12,0,0.08,0.28,0,0.18,0.42,0,0.3,0.3,0,0.28,0.14,0,0.12,0,0,0,0.95
move forward turn left and stop,AnymalB,0.12,0,-0.08,0.28,0,-0.18,0.42,0,-0.3,0.3,0,-0.28,0.14,0,-0.12,0,0,0,0.95
move forward,RobotisOP3,0.08,0,0,0.18,0,0,0.3,0,0,0.42,0,0,0.36,0,0,0.24,0,0,0.55
walk forward,RobotisOP3,0.1,0,0,0.22,0,0,0.34,0,0,0.46,0,0,0.38,0,0,0.26,0,0,0.55
go straight ahead,RobotisOP3,0.08,0,0,0.18,0,0,0.28,0,0,0.4,0,0,0.34,0,0,0.22,0,0,0.6
move ahead quickly,RobotisOP3,0.14,0,0,0.28,0,0,0.42,0,0,0.56,0,0,0.46,0,0,0.3,0,0,0.5
walk ahead steadily,RobotisOP3,0.06,0,0,0.15,0,0,0.25,0,0,0.34,0,0,0.3,0,0,0.2,0,0,0.65
advance forward,RobotisOP3,0.08,0,0,0.2,0,0,0.32,0,0,0.44,0,0,0.36,0,0,0.24,0,0,0.55
move forward slowly,RobotisOP3,0.04,0,0,0.1,0,0,0.18,0,0,0.25,0,0,0.22,0,0,0.15,0,0,0.7
walk forward fast,RobotisOP3,0.14,0,0,0.3,0,0,0.45,0,0,0.58,0,0,0.48,0,0,0.32,0,0,0.5
continue moving forward,RobotisOP3,0.08,0,0,0.18,0,0,0.3,0,0,0.42,0,0,0.36,0,0,0.24,0,0,0.6
head straight forward,RobotisOP3,0.08,0,0,0.18,0,0,0.28,0,0,0.4,0,0,0.34,0,0,0.22,0,0,0.6
move backward,RobotisOP3,-0.07,0,0,-0.16,0,0,-0.26,0,0,-0.36,0,0,-0.3,0,0,-0.2,0,0,0.6
walk backward,RobotisOP3,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.38,0,0,-0.32,0,0,-0.22,0,0,0.6
go straight back,RobotisOP3,-0.07,0,0,-0.15,0,0,-0.25,0,0,-0.34,0,0,-0.29,0,0,-0.19,0,0,0.65
move backward quickly,RobotisOP3,-0.12,0,0,-0.25,0,0,-0.38,0,0,-0.5,0,0,-0.42,0,0,-0.28,0,0,0.55
walk backward steadily,RobotisOP3,-0.06,0,0,-0.14,0,0,-0.23,0,0,-0.32,0,0,-0.28,0,0,-0.18,0,0,0.7
reverse,RobotisOP3,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.38,0,0,-0.32,0,0,-0.22,0,0,0.6
move backward slowly,RobotisOP3,-0.04,0,0,-0.1,0,0,-0.17,0,0,-0.24,0,0,-0.21,0,0,-0.14,0,0,0.7
walk backward fast,RobotisOP3,-0.12,0,0,-0.26,0,0,-0.4,0,0,-0.52,0,0,-0.44,0,0,-0.3,0,0,0.55
continue moving backward,RobotisOP3,-0.07,0,0,-0.16,0,0,-0.26,0,0,-0.36,0,0,-0.3,0,0,-0.2,0,0,0.65
head straight backward,RobotisOP3,-0.07,0,0,-0.15,0,0,-0.25,0,0,-0.34,0,0,-0.29,0,0,-0.19,0,0,0.65
move right,RobotisOP3,0,0.08,0,0,0.18,0,0,0.3,0,0,0.4,0,0,0.34,0,0,0.22,0,0.6
strafe right,RobotisOP3,0,0.09,0,0,0.2,0,0,0.32,0,0,0.42,0,0,0.35,0,0,0.23,0,0.6
step sideways to the right,RobotisOP3,0,0.06,0,0,0.15,0,0,0.25,0,0,0.34,0,0,0.28,0,0,0.18,0,0.65
move quickly to the right,RobotisOP3,0,0.13,0,0,0.27,0,0,0.4,0,0,0.52,0,0,0.42,0,0,0.27,0,0.55
shift right slowly,RobotisOP3,0,0.04,0,0,0.1,0,0,0.18,0,0,0.25,0,0,0.22,0,0,0.14,0,0.7
continue moving right,RobotisOP3,0,0.08,0,0,0.18,0,0,0.3,0,0,0.4,0,0,0.34,0,0,0.22,0,0.6
slide to the right,RobotisOP3,0,0.08,0,0,0.18,0,0,0.28,0,0,0.38,0,0,0.32,0,0,0.2,0,0.65
move sideways right,RobotisOP3,0,0.09,0,0,0.2,0,0,0.32,0,0,0.42,0,0,0.35,0,0,0.23,0,0.6
take a quick step right,RobotisOP3,0,0.12,0,0,0.25,0,0,0.38,0,0,0.5,0,0,0.4,0,0,0.26,0,0.55
head toward the right,RobotisOP3,0,0.08,0,0,0.18,0,0,0.3,0,0,0.4,0,0,0.34,0,0,0.22,0,0.6
move left,RobotisOP3,0,-0.08,0,0,-0.18,0,0,-0.3,0,0,-0.4,0,0,-0.34,0,0,-0.22,0,0.6
strafe left,RobotisOP3,0,-0.09,0,0,-0.2,0,0,-0.32,0,0,-0.42,0,0,-0.35,0,0,-0.23,0,0.6
step sideways to the left,RobotisOP3,0,-0.06,0,0,-0.15,0,0,-0.25,0,0,-0.34,0,0,-0.28,0,0,-0.18,0,0.65
move quickly to the left,RobotisOP3,0,-0.13,0,0,-0.27,0,0,-0.4,0,0,-0.52,0,0,-0.42,0,0,-0.27,0,0.55
shift left slowly,RobotisOP3,0,-0.04,0,0,-0.1,0,0,-0.18,0,0,-0.25,0,0,-0.22,0,0,-0.14,0,0.7
continue moving left,RobotisOP3,0,-0.08,0,0,-0.18,0,0,-0.3,0,0,-0.4,0,0,-0.34,0,0,-0.22,0,0.6
slide to the left,RobotisOP3,0,-0.08,0,0,-0.18,0,0,-0.28,0,0,-0.38,0,0,-0.32,0,0,-0.2,0,0.65
move sideways left,RobotisOP3,0,-0.09,0,0,-0.2,0,0,-0.32,0,0,-0.42,0,0,-0.35,0,0,-0.23,0,0.6
take a quick step left,RobotisOP3,0,-0.12,0,0,-0.25,0,0,-0.38,0,0,-0.5,0,0,-0.4,0,0,-0.26,0,0.55
head toward the left,RobotisOP3,0,-0.08,0,0,-0.18,0,0,-0.3,0,0,-0.4,0,0,-0.34,0,0,-0.22,0,0.6
turn right,RobotisOP3,0,0,0.1,0,0,0.24,0,0,0.38,0,0,0.52,0,0,0.44,0,0,0.28,0.55
rotate right,RobotisOP3,0,0,0.12,0,0,0.26,0,0,0.42,0,0,0.56,0,0,0.46,0,0,0.3,0.55
turn clockwise,RobotisOP3,0,0,0.1,0,0,0.22,0,0,0.36,0,0,0.5,0,0,0.42,0,0,0.26,0.6
turn right quickly,RobotisOP3,0,0,0.18,0,0,0.36,0,0,0.55,0,0,0.72,0,0,0.58,0,0,0.36,0.5
turn right slowly,RobotisOP3,0,0,0.05,0,0,0.12,0,0,0.2,0,0,0.3,0,0,0.25,0,0,0.16,0.7
keep turning right,RobotisOP3,0,0,0.11,0,0,0.25,0,0,0.4,0,0,0.54,0,0,0.45,0,0,0.29,0.55
spin to the right,RobotisOP3,0,0,0.18,0,0,0.36,0,0,0.55,0,0,0.72,0,0,0.58,0,0,0.36,0.5
pivot right,RobotisOP3,0,0,0.09,0,0,0.22,0,0,0.36,0,0,0.5,0,0,0.42,0,0,0.26,0.6
rotate clockwise quickly,RobotisOP3,0,0,0.18,0,0,0.36,0,0,0.55,0,0,0.7,0,0,0.56,0,0,0.35,0.5
make a right turn,RobotisOP3,0,0,0.1,0,0,0.24,0,0,0.38,0,0,0.52,0,0,0.44,0,0,0.28,0.55
turn left,RobotisOP3,0,0,-0.1,0,0,-0.24,0,0,-0.38,0,0,-0.52,0,0,-0.44,0,0,-0.28,0.55
rotate left,RobotisOP3,0,0,-0.12,0,0,-0.26,0,0,-0.42,0,0,-0.56,0,0,-0.46,0,0,-0.3,0.55
turn counterclockwise,RobotisOP3,0,0,-0.1,0,0,-0.22,0,0,-0.36,0,0,-0.5,0,0,-0.42,0,0,-0.26,0.6
turn left quickly,RobotisOP3,0,0,-0.18,0,0,-0.36,0,0,-0.55,0,0,-0.72,0,0,-0.58,0,0,-0.36,0.5
turn left slowly,RobotisOP3,0,0,-0.05,0,0,-0.12,0,0,-0.2,0,0,-0.3,0,0,-0.25,0,0,-0.16,0.7
keep turning left,RobotisOP3,0,0,-0.11,0,0,-0.25,0,0,-0.4,0,0,-0.54,0,0,-0.45,0,0,-0.29,0.55
spin to the left,RobotisOP3,0,0,-0.18,0,0,-0.36,0,0,-0.55,0,0,-0.72,0,0,-0.58,0,0,-0.36,0.5
pivot left,RobotisOP3,0,0,-0.09,0,0,-0.22,0,0,-0.36,0,0,-0.5,0,0,-0.42,0,0,-0.26,0.6
rotate counterclockwise quickly,RobotisOP3,0,0,-0.18,0,0,-0.36,0,0,-0.55,0,0,-0.7,0,0,-0.56,0,0,-0.35,0.5
make a left turn,RobotisOP3,0,0,-0.1,0,0,-0.24,0,0,-0.38,0,0,-0.52,0,0,-0.44,0,0,-0.28,0.55
move forward then backward,RobotisOP3,0.08,0,0,0.18,0,0,0.28,0,0,0.12,0,0,-0.08,0,0,-0.18,0,0,0.75
walk ahead then reverse,RobotisOP3,0.07,0,0,0.16,0,0,0.25,0,0,0.1,0,0,-0.07,0,0,-0.16,0,0,0.8
move backward then forward,RobotisOP3,-0.07,0,0,-0.16,0,0,-0.25,0,0,-0.1,0,0,0.1,0,0,0.24,0,0,0.8
reverse then move ahead,RobotisOP3,-0.06,0,0,-0.14,0,0,-0.22,0,0,-0.09,0,0,0.09,0,0,0.22,0,0,0.8
move forward and turn right,RobotisOP3,0.06,0,0.05,0.14,0,0.12,0.22,0,0.2,0.3,0,0.28,0.26,0,0.23,0.18,0,0.15,0.65
move forward while turning right,RobotisOP3,0.06,0,0.06,0.15,0,0.14,0.24,0,0.22,0.32,0,0.3,0.27,0,0.25,0.18,0,0.16,0.65
walk ahead and curve right,RobotisOP3,0.06,0,0.04,0.14,0,0.1,0.22,0,0.18,0.3,0,0.25,0.25,0,0.2,0.17,0,0.13,0.7
move forward and turn left,RobotisOP3,0.06,0,-0.05,0.14,0,-0.12,0.22,0,-0.2,0.3,0,-0.28,0.26,0,-0.23,0.18,0,-0.15,0.65
move forward while turning left,RobotisOP3,0.06,0,-0.06,0.15,0,-0.14,0.24,0,-0.22,0.32,0,-0.3,0.27,0,-0.25,0.18,0,-0.16,0.65
walk ahead and curve left,RobotisOP3,0.06,0,-0.04,0.14,0,-0.1,0.22,0,-0.18,0.3,0,-0.25,0.25,0,-0.2,0.17,0,-0.13,0.7
move backward while turning right,RobotisOP3,-0.05,0,0.05,-0.12,0,0.12,-0.2,0,0.2,-0.28,0,0.28,-0.23,0,0.23,-0.15,0,0.15,0.7
reverse and curve right,RobotisOP3,-0.05,0,0.04,-0.11,0,0.1,-0.18,0,0.18,-0.25,0,0.25,-0.21,0,0.2,-0.14,0,0.13,0.75
move backward while turning left,RobotisOP3,-0.05,0,-0.05,-0.12,0,-0.12,-0.2,0,-0.2,-0.28,0,-0.28,-0.23,0,-0.23,-0.15,0,-0.15,0.7
reverse and curve left,RobotisOP3,-0.05,0,-0.04,-0.11,0,-0.1,-0.18,0,-0.18,-0.25,0,-0.25,-0.21,0,-0.2,-0.14,0,-0.13,0.75
